RoundID,MatchID,Team Initials,Coach Name,Line-up,Shirt Number,Player Name,Event,Goal,Yellow Card,Red Card,GoalsScored,IsCaptain,PlayerPosition
201,1096,FRA,CAUDRON Raoul (FRA),N,0,Emile VEINANTE,No Event,False,False,False,0,False,Line Player
201,1096,MEX,LUQUE Juan (MEX),N,0,Roberto GAYON,No Event,False,False,False,0,False,Line Player
201,1096,MEX,LUQUE Juan (MEX),N,0,Francisco GARZA GUTIERREZ,No Event,False,False,False,0,False,Line Player
201,1090,USA,MILLAR Bob (USA),S,0,Jimmy DOUGLAS,No Event,False,False,False,0,False,Goalkeeper
201,1090,BEL,GOETINCK Hector (BEL),S,0,Arnold BADJOU,No Event,False,False,False,0,False,Goalkeeper
201,1090,USA,MILLAR Bob (USA),S,0,Tom FLORIE,G45',True,False,False,1,True,Line Player
201,1090,BEL,GOETINCK Hector (BEL),S,0,Jean DE CLERQ,No Event,False,False,False,0,False,Line Player
201,1090,USA,MILLAR Bob (USA),S,0,Jimmy GALLAGHER,No Event,False,False,False,0,False,Line Player
201,1090,BEL,GOETINCK Hector (BEL),S,0,Jan DIDDENS,No Event,False,False,False,0,False,Line Player
201,1090,USA,MILLAR Bob (USA),S,0,Billy GONSALVES,No Event,False,False,False,0,False,Line Player
201,1090,BEL,GOETINCK Hector (BEL),S,0,Auguste HELLEMANS,No Event,False,False,False,0,False,Line Player
201,1090,USA,MILLAR Bob (USA),S,0,Bart McGHEE,G23',True,False,False,1,False,Line Player
201,1090,BEL,GOETINCK Hector (BEL),S,0,Nikolaas HOYDONCKX,No Event,False,False,False,0,False,Line Player
201,1090,USA,MILLAR Bob (USA),S,0,George MOORHOUSE,No Event,False,False,False,0,False,Line Player
201,1090,BEL,GOETINCK Hector (BEL),S,0,Jacques MOESCHAL,No Event,False,False,False,0,False,Line Player
201,1090,USA,MILLAR Bob (USA),S,0,Bert PATENAUDE,G69',True,False,False,1,False,Line Player
201,1090,BEL,GOETINCK Hector (BEL),S,0,Theodore NOUWENS,No Event,False,False,False,0,False,Line Player
201,1090,USA,MILLAR Bob (USA),S,0,Ralph TRACY,No Event,False,False,False,0,False,Line Player
201,1090,BEL,GOETINCK Hector (BEL),S,0,Fernand ADAMS,No Event,False,False,False,0,False,Line Player
201,1090,USA,MILLAR Bob (USA),S,0,Alexander WOOD,No Event,False,False,False,0,False,Line Player
201,1090,BEL,GOETINCK Hector (BEL),S,0,Louis VERSYP,No Event,False,False,False,0,False,Line Player
201,1090,USA,MILLAR Bob (USA),S,0,Andrew AULD,No Event,False,False,False,0,False,Line Player
201,1090,BEL,GOETINCK Hector (BEL),S,0,Bernard VOORHOOF,No Event,False,False,False,0,False,Line Player
201,1090,USA,MILLAR Bob (USA),S,0,Jim BROWN,No Event,False,False,False,0,False,Line Player
201,1090,BEL,GOETINCK Hector (BEL),S,0,Pierre BRAINE,No Event,False,False,False,0,True,Line Player
201,1090,USA,MILLAR Bob (USA),N,0,Frank VAUGHN,No Event,False,False,False,0,False,Line Player
201,1090,BEL,GOETINCK Hector (BEL),N,0,Alexis CHANTRAINE,No Event,False,False,False,0,False,Line Player
201,1090,USA,MILLAR Bob (USA),N,0,Mike BOOKIE,No Event,False,False,False,0,False,Line Player
201,1090,BEL,GOETINCK Hector (BEL),N,0,Jean DE BIE,No Event,False,False,False,0,False,Line Player
201,1090,USA,MILLAR Bob (USA),N,0,Jim GENTLE,No Event,False,False,False,0,False,Line Player
201,1090,BEL,GOETINCK Hector (BEL),N,0,Andre SAEYS,No Event,False,False,False,0,False,Line Player
201,1090,USA,MILLAR Bob (USA),N,0,Phil SLONE,No Event,False,False,False,0,False,Line Player
201,1090,BEL,GOETINCK Hector (BEL),N,0,Henri DE DEKEN,No Event,False,False,False,0,False,Line Player
201,1090,USA,MILLAR Bob (USA),N,0,Arnie OLIVER,No Event,False,False,False,0,False,Line Player
201,1090,BEL,GOETINCK Hector (BEL),N,0,Gerard DELBEKE,No Event,False,False,False,0,False,Line Player
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Milovan JAKSIC,No Event,False,False,False,0,False,Goalkeeper
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,JOEL,No Event,False,False,False,0,False,Goalkeeper
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Blagoje MARJANOVIC,No Event,False,False,False,0,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,TEOPHILO,No Event,False,False,False,0,False,Line Player
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Dragan MIHAJLOVIC,No Event,False,False,False,0,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,POLY,No Event,False,False,False,0,False,Line Player
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Milorad ARSENIJEVIC,No Event,False,False,False,0,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,FAUSTO,No Event,False,False,False,0,False,Line Player
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Ivica BEK,G30',True,False,False,1,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,PREGUINHO,G62',True,False,False,1,True,Line Player
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Momcilo DJOKIC,No Event,False,False,False,0,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,NILO,No Event,False,False,False,0,False,Line Player
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Milutin IVKOVIC,No Event,False,False,False,0,True,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,BRILHANTE,No Event,False,False,False,0,False,Line Player
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Djordje VUJADINOVIC,No Event,False,False,False,0,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,ARAKEN,No Event,False,False,False,0,False,Line Player
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Aleksandar TIRNANIC,G21',True,False,False,1,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,HERMOGENES,No Event,False,False,False,0,False,Line Player
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Branislav SEKULIC,No Event,False,False,False,0,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,ITALIA,No Event,False,False,False,0,False,Line Player
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Ljubisa STEFANOVIC,No Event,False,False,False,0,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,FERNANDO GIUDICELLI,No Event,False,False,False,0,False,Line Player
201,1093,YUG,SIMONOVIC Bosko (YUG),N,0,Dragan TOSIC,No Event,False,False,False,0,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,CARVALHO LEITE,No Event,False,False,False,0,False,Line Player
201,1093,YUG,SIMONOVIC Bosko (YUG),N,0,Milan STOJANOVIC,No Event,False,False,False,0,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,BENEDICTO,No Event,False,False,False,0,False,Line Player
201,1093,YUG,SIMONOVIC Bosko (YUG),N,0,Teofilo SPASOJEVIC,No Event,False,False,False,0,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,OSCARINO,No Event,False,False,False,0,False,Line Player
201,1093,YUG,SIMONOVIC Bosko (YUG),N,0,Branislav HRNJICEK,No Event,False,False,False,0,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,BENVENUTTO,No Event,False,False,False,0,False,Line Player
201,1093,YUG,SIMONOVIC Bosko (YUG),N,0,Vlastimir PETKOVIC,No Event,False,False,False,0,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,DOCA,No Event,False,False,False,0,False,Line Player
201,1093,YUG,SIMONOVIC Bosko (YUG),N,0,Dragutin NAJDANOVIC,No Event,False,False,False,0,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,PAMPLONA,No Event,False,False,False,0,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,FORTES,No Event,False,False,False,0,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,MANOELZINHO,No Event,False,False,False,0,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,IVAN MARIZ,No Event,False,False,False,0,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,MODERATO,No Event,False,False,False,0,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,VELLOSO,No Event,False,False,False,0,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,ZE LUIS,No Event,False,False,False,0,False,Line Player
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,RUSSINHO,No Event,False,False,False,0,False,Line Player
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Ion LAPUSNEANU,No Event,False,False,False,0,False,Goalkeeper
201,1098,PER,BRU Francisco (ESP),S,0,Juan VALDIVIESO,No Event,False,False,False,0,False,Goalkeeper
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Ladislau RAFFINSKY,No Event,False,False,False,0,False,Line Player
201,1098,PER,BRU Francisco (ESP),S,0,Alejandro VILLANUEVA,No Event,False,False,False,0,False,Line Player
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Rudolf BUERGER,No Event,False,False,False,0,False,Line Player
201,1098,PER,BRU Francisco (ESP),S,0,Julio LORES,No Event,False,False,False,0,False,Line Player
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Adalbert DESU,G1',True,False,False,1,False,Line Player
201,1098,PER,BRU Francisco (ESP),S,0,Placido GALINDO,R70',False,False,True,0,True,Line Player
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Alfred EISENBEISSER,No Event,False,False,False,0,False,Line Player
201,1098,PER,BRU Francisco (ESP),S,0,Domingo GARCIA,No Event,False,False,False,0,False,Line Player
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Nicolae KOVACS,G89',True,False,False,1,False,Line Player
201,1098,PER,BRU Francisco (ESP),S,0,Jose Maria LAVALLE,No Event,False,False,False,0,False,Line Player
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Constantin STANCIU,G79',True,False,False,1,False,Line Player
201,1098,PER,BRU Francisco (ESP),S,0,Mario DE LAS CASAS,No Event,False,False,False,0,False,Line Player
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Adalbert STEINER,No Event,False,False,False,0,False,Line Player
201,1098,PER,BRU Francisco (ESP),S,0,Alberto DENEGRI,No Event,False,False,False,0,False,Line Player
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Emerich VOGL,No Event,False,False,False,0,True,Line Player
201,1098,PER,BRU Francisco (ESP),S,0,Demetrio NEYRA,No Event,False,False,False,0,False,Line Player
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Rudolf WETZER,No Event,False,False,False,0,False,Line Player
201,1098,PER,BRU Francisco (ESP),S,0,Alberto SORIA,No Event,False,False,False,0,False,Line Player
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Stefan BARBU,No Event,False,False,False,0,False,Line Player
201,1098,PER,BRU Francisco (ESP),S,0,Luis SOUZA,G75',True,False,False,1,False,Line Player
201,1098,ROU,LUCHIDE Octav (ROU),N,0,Iosif CZAKO,No Event,False,False,False,0,False,Line Player
201,1098,PER,BRU Francisco (ESP),N,0,Jorge PARDON,No Event,False,False,False,0,False,Line Player
201,1098,ROU,LUCHIDE Octav (ROU),N,0,Ilile SUBASEANU,No Event,False,False,False,0,False,Line Player
201,1098,PER,BRU Francisco (ESP),N,0,Jose FLORES,No Event,False,False,False,0,False,Line Player
201,1098,ROU,LUCHIDE Octav (ROU),N,0,Samuel ZAUBER,No Event,False,False,False,0,False,Line Player
201,1098,PER,BRU Francisco (ESP),N,0,Antonio MAQUILON,No Event,False,False,False,0,False,Line Player
201,1098,ROU,LUCHIDE Octav (ROU),N,0,Corneliu ROBE,No Event,False,False,False,0,False,Line Player
201,1098,PER,BRU Francisco (ESP),N,0,Lizardo NUE RODRIGUEZ,No Event,False,False,False,0,False,Line Player
201,1098,PER,BRU Francisco (ESP),N,0,Julio QUINTANA,No Event,False,False,False,0,False,Line Player
201,1098,PER,BRU Francisco (ESP),N,0,Arturo FERNANDEZ,No Event,False,False,False,0,False,Line Player
201,1098,PER,BRU Francisco (ESP),N,0,Pablo PACHECO,No Event,False,False,False,0,False,Line Player
201,1098,PER,BRU Francisco (ESP),N,0,Carlos CILLONIZ,No Event,False,False,False,0,False,Line Player
201,1098,PER,BRU Francisco (ESP),N,0,Jorge GONGORA,No Event,False,False,False,0,False,Line Player
201,1098,PER,BRU Francisco (ESP),N,0,Jorge SARMIENTO,No Event,False,False,False,0,False,Line Player
201,1098,PER,BRU Francisco (ESP),N,0,Juan Alfonso VALLE,No Event,False,False,False,0,False,Line Player
201,1098,PER,BRU Francisco (ESP),N,0,Eduardo ASTENGO,No Event,False,False,False,0,False,Line Player
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Angel BOSSIO,No Event,False,False,False,0,False,Goalkeeper
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Alex THEPOT,No Event,False,False,False,0,False,Goalkeeper
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Francisco VARALLO,No Event,False,False,False,0,False,Line Player
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Alex VILLAPLANE,No Event,False,False,False,0,True,Line Player
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Pedro SUAREZ,No Event,False,False,False,0,False,Line Player
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Lucien LAURENT,No Event,False,False,False,0,False,Line Player
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Jose DELLA TORRE,No Event,False,False,False,0,False,Line Player
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Marcel CAPELLE,No Event,False,False,False,0,False,Line Player
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Juan EVARISTO,No Event,False,False,False,0,False,Line Player
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Augustin CHANTREL,No Event,False,False,False,0,False,Line Player
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Mario EVARISTO,No Event,False,False,False,0,False,Line Player
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Edmond DELFOUR,No Event,False,False,False,0,False,Line Player
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Manuel FERREIRA,No Event,False,False,False,0,True,Line Player
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Marcel LANGILLER,No Event,False,False,False,0,False,Line Player
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Roberto CERRO,No Event,False,False,False,0,False,Line Player
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Ernest LIBERATI,No Event,False,False,False,0,False,Line Player
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Ramon MUTTIS,No Event,False,False,False,0,False,Line Player
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Andre MASCHINOT,No Event,False,False,False,0,False,Line Player
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Luis MONTI,G81',True,False,False,1,False,Line Player
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Etienne MATTLER,No Event,False,False,False,0,False,Line Player
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Natalio PERINETTI,No Event,False,False,False,0,False,Line Player
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Marcel PINEL,No Event,False,False,False,0,False,Line Player
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Alejandro SCOPELLI,No Event,False,False,False,0,False,Line Player
201,1085,FRA,CAUDRON Raoul (FRA),N,0,Celestin DELMER,No Event,False,False,False,0,False,Line Player
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Carlos SPADARO,No Event,False,False,False,0,False,Line Player
201,1085,FRA,CAUDRON Raoul (FRA),N,0,Andre TASSIN,No Event,False,False,False,0,False,Line Player
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Carlos PEUCELLE,No Event,False,False,False,0,False,Line Player
201,1085,FRA,CAUDRON Raoul (FRA),N,0,Nouma ANDOIRE,No Event,False,False,False,0,False,Line Player
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Rodolfo ORLANDINI,No Event,False,False,False,0,False,Line Player
201,1085,FRA,CAUDRON Raoul (FRA),N,0,Jean LAURENT,No Event,False,False,False,0,False,Line Player
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Fernando PATERNOSTER,No Event,False,False,False,0,False,Line Player
201,1085,FRA,CAUDRON Raoul (FRA),N,0,Emile VEINANTE,No Event,False,False,False,0,False,Line Player
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Adolfo ZUMELZU,No Event,False,False,False,0,False,Line Player
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Guillermo STABILE,No Event,False,False,False,0,False,Line Player
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Edmundo PIAGGIO,No Event,False,False,False,0,False,Line Player
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Atilio DEMARIA,No Event,False,False,False,0,False,Line Player
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Juan BOTASSO,No Event,False,False,False,0,False,Line Player
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Alberto CHIVIDINI,No Event,False,False,False,0,False,Line Player
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Roberto CORTES,No Event,False,False,False,0,False,Goalkeeper
201,1095,MEX,LUQUE Juan (MEX),S,0,Isidoro SOTA,No Event,False,False,False,0,False,Goalkeeper
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Victor MORALES,No Event,False,False,False,0,False,Line Player
201,1095,MEX,LUQUE Juan (MEX),S,0,Luis PEREZ,No Event,False,False,False,0,False,Line Player
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Tomas OJEDA,No Event,False,False,False,0,False,Line Player
201,1095,MEX,LUQUE Juan (MEX),S,0,Felipe ROSAS,No Event,False,False,False,0,False,Line Player
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Ulises POIRIER,No Event,False,False,False,0,False,Line Player
201,1095,MEX,LUQUE Juan (MEX),S,0,Manuel ROSAS,W51',False,False,False,0,False,Line Player
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Guillermo SAAVEDRA,No Event,False,False,False,0,False,Line Player
201,1095,MEX,LUQUE Juan (MEX),S,0,Jose RUIZ,No Event,False,False,False,0,False,Line Player
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Carlos SCHNEBERGER,No Event,False,False,False,0,True,Line Player
201,1095,MEX,LUQUE Juan (MEX),S,0,Alfredo SANCHEZ,No Event,False,False,False,0,False,Line Player
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Guillermo SUBIABRE,No Event,False,False,False,0,False,Line Player
201,1095,MEX,LUQUE Juan (MEX),S,0,Juan CARRENO,No Event,False,False,False,0,False,Line Player
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Arturo TORRES,No Event,False,False,False,0,False,Line Player
201,1095,MEX,LUQUE Juan (MEX),S,0,Roberto GAYON,No Event,False,False,False,0,False,Line Player
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Carlos VIDAL,G3' G65',True,False,False,2,False,Line Player
201,1095,MEX,LUQUE Juan (MEX),S,0,Rafael GARZA,No Event,False,False,False,0,True,Line Player
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Eberardo VILLALOBOS,No Event,False,False,False,0,False,Line Player
201,1095,MEX,LUQUE Juan (MEX),S,0,Hilario LOPEZ,No Event,False,False,False,0,False,Line Player
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Humberto ELGUETA,No Event,False,False,False,0,False,Line Player
201,1095,MEX,LUQUE Juan (MEX),S,0,Efrain AMEZCUA,No Event,False,False,False,0,False,Line Player
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Guillermo RIVEROS,No Event,False,False,False,0,False,Line Player
201,1095,MEX,LUQUE Juan (MEX),N,0,Oscar BONFIGLIO,No Event,False,False,False,0,False,Line Player
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Arturo CODDOU,No Event,False,False,False,0,False,Line Player
201,1095,MEX,LUQUE Juan (MEX),N,0,Dionisio MEJIA,No Event,False,False,False,0,False,Line Player
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Horacio MUNOZ,No Event,False,False,False,0,False,Line Player
201,1095,MEX,LUQUE Juan (MEX),N,0,Felipe OLIVARES,No Event,False,False,False,0,False,Line Player
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Cesar ESPINOZA,No Event,False,False,False,0,False,Line Player
201,1095,MEX,LUQUE Juan (MEX),N,0,Raimundo RODRIGUEZ,No Event,False,False,False,0,False,Line Player
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Casimiro TORRES,No Event,False,False,False,0,False,Line Player
201,1095,MEX,LUQUE Juan (MEX),N,0,Francisco GARZA GUTIERREZ,No Event,False,False,False,0,False,Line Player
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Juan AGUILERA,No Event,False,False,False,0,False,Line Player
201,1095,MEX,LUQUE Juan (MEX),N,0,Jesus CASTRO,No Event,False,False,False,0,False,Line Player
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Guillermo ARELLANO,No Event,False,False,False,0,False,Line Player
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Ernesto CHAPARRO,No Event,False,False,False,0,False,Line Player
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Milovan JAKSIC,No Event,False,False,False,0,False,Goalkeeper
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Jesus BERMUDEZ,No Event,False,False,False,0,False,Goalkeeper
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Blagoje MARJANOVIC,G65',True,False,False,1,False,Line Player
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Jose BUSTAMANTE,No Event,False,False,False,0,False,Line Player
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Dragan MIHAJLOVIC,No Event,False,False,False,0,False,Line Player
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Casiano CHAVARRIA,No Event,False,False,False,0,False,Line Player
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Dragutin NAJDANOVIC,No Event,False,False,False,0,False,Line Player
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Segundo DURANDAL,No Event,False,False,False,0,False,Line Player
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Ljubisa STEFANOVIC,No Event,False,False,False,0,False,Line Player
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Rene FERNANDEZ,No Event,False,False,False,0,False,Line Player
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Djordje VUJADINOVIC,G85',True,False,False,1,False,Line Player
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Gumercindo GOMEZ,No Event,False,False,False,0,False,Line Player
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Aleksandar TIRNANIC,No Event,False,False,False,0,False,Line Player
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Diogenes LARA,No Event,False,False,False,0,False,Line Player
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Milorad ARSENIJEVIC,No Event,False,False,False,0,False,Line Player
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Rafael MENDEZ,No Event,False,False,False,0,True,Line Player
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Ivica BEK,G60' G67',True,False,False,2,False,Line Player
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Jorge BALDERRAMA,No Event,False,False,False,0,False,Line Player
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Momcilo DJOKIC,No Event,False,False,False,0,False,Line Player
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Mario ALBORTA,No Event,False,False,False,0,False,Line Player
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Milutin IVKOVIC,No Event,False,False,False,0,True,Line Player
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Jorge ARGOTE,No Event,False,False,False,0,False,Line Player
